PassengerId,Survived,Pclass,Male,Age,SibSp,Parch,Fare,Cabin,Embarked
435,0,1,1,50,1,0,55.9,E44,S
459,1,2,0,50,0,0,10.5,,S
483,0,3,1,50,0,0,8.05,,S
527,1,2,0,50,0,0,10.5,,S
545,0,1,1,50,1,0,106.425,C86,C
661,1,1,1,50,2,0,133.65,,S
724,0,2,1,50,0,0,13,,S
151,0,2,1,51,0,0,12.525,,S
156,0,1,1,51,0,1,61.3792,,C
223,0,3,1,51,0,0,8.05,,S
407,0,3,1,51,0,0,7.75,,S
632,0,3,1,51,0,0,7.0542,,S
766,1,1,0,51,1,0,77.9583,D11,S
858,1,1,1,51,0,0,26.55,E17,S
263,0,1,1,52,1,1,79.65,E67,S
450,1,1,1,52,0,0,30.5,C104,S
592,1,1,0,52,1,0,78.2667,D20,C
696,0,2,1,52,0,0,13.5,,S
715,0,2,1,52,0,0,13,,S
821,1,1,0,52,1,1,93.5,B69,S
572,1,1,0,53,2,0,51.4792,C101,S
7,0,1,1,54,0,0,51.8625,E46,S
125,0,1,1,54,0,1,77.2875,D26,S
250,0,2,1,54,1,0,26,,S
318,0,2,1,54,0,0,14,,S
497,1,1,0,54,1,0,78.2667,D20,C
514,1,1,0,54,1,0,59.4,,C
583,0,2,1,54,0,0,26,,S
775,1,2,0,54,1,3,23,,S
16,1,2,0,55,0,0,16,,S
493,0,1,1,55,0,0,30.5,C30,S
153,0,3,1,55.5,0,0,8.05,,S
175,0,1,1,56,0,0,30.6958,A7,C
468,0,1,1,56,0,0,26.55,,S
648,1,1,1,56,0,0,35.5,A26,C
880,1,1,0,56,0,1,83.1583,C50,C
627,0,2,1,57,0,0,12.35,,Q
773,0,2,0,57,0,0,10.5,E77,S
12,1,1,0,58,0,0,26.55,C103,S
196,1,1,0,58,0,0,146.5208,B80,C
269,1,1,0,58,0,1,153.4625,C125,S
488,0,1,1,58,0,0,29.7,B37,C
660,0,1,1,58,0,2,113.275,D48,C
95,0,3,1,59,0,0,7.25,,S
233,0,2,1,59,0,0,13.5,,S
367,1,1,0,60,1,0,75.25,D37,C
588,1,1,1,60,1,1,79.2,B41,C
685,0,2,1,60,1,1,39,,S
695,0,1,1,60,0,0,26.55,,S
171,0,1,1,61,0,0,33.5,B19,S
327,0,3,1,61,0,0,6.2375,,S
626,0,1,1,61,0,0,32.3208,D50,S
253,0,1,1,62,0,0,26.55,C87,S
556,0,1,1,62,0,0,26.55,,S
571,1,2,1,62,0,0,10.5,,S
830,1,1,0,62,0,0,80,B28,
276,1,1,0,63,1,0,77.9583,D7,S
484,1,3,0,63,0,0,9.5875,,S
439,0,1,1,64,1,4,263,C23 C25 C27,S
546,0,1,1,64,0,0,26,,S
55,0,1,1,65,0,1,61.9792,B30,C
281,0,3,1,65,0,0,7.75,,Q
457,0,1,1,65,0,0,26.55,E38,S
34,0,2,1,66,0,0,10.5,,S
673,0,2,1,70,0,0,10.5,,S
746,0,1,1,70,1,1,71,B22,S
117,0,3,1,70.5,0,0,7.75,,Q
97,0,1,1,71,0,0,34.6542,A5,C
494,0,1,1,71,0,0,49.5042,,C
852,0,3,1,74,0,0,7.775,,S
631,1,1,1,80,0,0,30,A23,S
